,From,To,Time,Distance,Avg Speed,Altitude From,Altitude To,Slope,Slope %,Slope Angle,Bus Stop,Final Stop
39,"(41.421114, 2.152895)","(41.420234805543416, 2.151003567252457)",36.0,208.7,5.797222222222222,205.387,196.216,-0.04394341154879912,-4.394341154879912,-0.04391515902309168,0,0
40,"(41.420234805543416, 2.151003567252457)","(41.42007442155252, 2.1489180400230157)",27.5,190.9,6.941818181818182,196.216,188.997,-0.037815659504526256,-3.7815659504526256,-0.03779764918691851,1,0
41,"(41.42007442155252, 2.1489180400230157)","(41.418865, 2.148413)",20.4,141.6,6.9411764705882355,188.997,175.899,-0.09249994310282045,-9.249994310282045,-0.09223747202864271,1,0
42,"(41.418865, 2.148413)","(41.417603035862925, 2.147552771561052)",23.3,161.7,6.939914163090128,175.899,161.559,-0.08868272317804964,-8.868272317804964,-0.08845132863394312,0,0
43,"(41.417603035862925, 2.147552771561052)","(41.41530613352088, 2.1459240224174927)",44.6,310.0,6.95067264573991,161.559,151.166,-0.03352582377772177,-3.352582377772177,-0.033513271447035656,1,0
44,"(41.41530613352088, 2.1459240224174927)","(41.414303, 2.144706)",22.5,156.5,6.955555555555556,151.166,138.596,-0.08031953561801118,-8.031953561801117,-0.08014748123209448,1,0
45,"(41.414303, 2.144706)","(41.413061568367944, 2.1442355104898336)",28.5,159.4,5.592982456140351,138.596,127.211,-0.07142405587726434,-7.142405587726435,-0.07130297215412182,0,0
46,"(41.413061568367944, 2.1442355104898336)","(41.411657, 2.14333)",20.3,174.0,8.571428571428571,127.211,122.289,-0.028287339484554596,-2.8287339484554597,-0.028279798177647728,1,0
47,"(41.411657, 2.14333)","(41.411364980366116, 2.1439734013239478)",15.0,101.7,6.78,122.289,118.791,-0.03439529103867072,-3.439529103867072,-0.034381737035262525,0,0
48,"(41.411364980366116, 2.1439734013239478)","(41.410807, 2.145629)",72.3,488.7,6.759336099585062,118.791,110.182,-0.017616126784669468,-1.7616126784669468,-0.017614304865214755,1,0
49,"(41.410807, 2.145629)","(41.409688, 2.146296)",61.5,384.5,6.252032520325203,110.182,102.705,-0.01944602698436484,-1.9446026984364841,-0.01944357638184145,0,0
50,"(41.409688, 2.146296)","(41.408629433649295, 2.147060765840093)",12.6,136.3,10.817460317460318,102.705,-32767.0,-241.15702953044752,-24115.70295304475,-1.5666496748380105,0,0
51,"(41.408629433649295, 2.147060765840093)","(41.407665, 2.148066)",12.2,135.8,11.131147540983608,-32767.0,90.706,241.95660553203237,24195.660553203237,1.5666633778140706,1,0
52,"(41.407665, 2.148066)","(41.406118099836135, 2.1498361637899537)",37.4,227.4,6.080213903743316,90.706,81.031,-0.04254618756269926,-4.2546187562699265,-0.042520543350647325,0,0
53,"(41.406118099836135, 2.1498361637899537)","(41.40285912928266, 2.150121142112702)",67.8,392.6,5.790560471976402,81.031,70.046,-0.027980134004970864,-2.7980134004970862,-0.02797283566349315,1,0
54,"(41.40285912928266, 2.150121142112702)","(41.40122559063809, 2.151112265907768)",37.6,204.9,5.449468085106383,70.046,64.267,-0.02820399867551626,-2.8203998675516257,-0.028196523806434885,1,0
55,"(41.40122559063809, 2.151112265907768)","(41.39920267185587, 2.152383111876523)",66.5,263.4,3.9609022556390974,64.267,59.442,-0.018318135718459333,-1.8318135718459332,-0.018316087222380577,1,0
56,"(41.39920267185587, 2.152383111876523)","(41.398473, 2.153243)",21.6,108.0,5.0,59.442,57.095,-0.02173148261176215,-2.173148261176215,-0.021728062630077878,1,0
57,"(41.398473, 2.153243)","(41.39642104092449, 2.155036245532214)",24.8,275.1,11.092741935483872,57.095,49.378,-0.028051628021273513,-2.8051628021273514,-0.028044273608865886,0,0
58,"(41.39642104092449, 2.155036245532214)","(41.395562, 2.155664)",18.3,111.8,6.109289617486338,49.378,47.48,-0.016976733540379724,-1.6976733540379725,-0.016975102870496934,1,0
59,"(41.395562, 2.155664)","(41.395893383635425, 2.1601159505782004)",74.9,414.9,5.539385847797062,47.48,42.34,-0.012388525884908262,-1.2388525884908261,-0.012387892164558175,0,0
60,"(41.395893383635425, 2.1601159505782004)","(41.394838, 2.16161)",34.1,190.4,5.583577712609971,42.34,37.782,-0.0239390685778706,-2.39390685778706,-0.02393449715711007,1,0
61,"(41.394838, 2.16161)","(41.39334789535104, 2.1632716394443854)",48.7,233.5,4.794661190965092,37.782,33.25,-0.019408999980134168,-1.9408999980134167,-0.019406563347380938,0,0
62,"(41.39334789535104, 2.1632716394443854)","(41.39161482811348, 2.165430072256951)",73.0,296.9,4.067123287671232,33.25,28.019,-0.017618729876283445,-1.7618729876283445,-0.017616907149148025,1,0
63,"(41.39161482811348, 2.165430072256951)","(41.38991872564971, 2.16752004633263)",65.5,288.6,4.406106870229008,28.019,24.088,-0.013620927774980508,-1.362092777498051,-0.013620085506643917,1,0
64,"(41.38991872564971, 2.16752004633263)","(41.388356746684984, 2.17085919166507)",130.6,698.0,5.344563552833078,24.088,18.759,-0.007634668432197462,-0.7634668432197461,-0.00763452010045471,1,0
