,From,To,Time,Distance,Avg Speed,Altitude From,Altitude To,Slope,Slope %,Slope Angle,Bus Stop,Final Stop
39,"(41.38844259710555, 2.128933942142265)","(41.38962300011276, 2.1335897951886795)",36.9,410.0,11.11111111111111,63.266,62.067,-0.002924384140386814,-0.2924384140386814,-0.00292437580396317,1,0
40,"(41.38962300011276, 2.1335897951886795)","(41.39033952703829, 2.136404968709691)",22.3,248.0,11.121076233183857,62.067,60.202,-0.007520168058333858,-0.7520168058333858,-0.00752002630063727,1,0
41,"(41.39033952703829, 2.136404968709691)","(41.3913324034722, 2.1403095934047873)",40.2,344.1,8.559701492537313,60.202,56.119,-0.011865737236575032,-1.1865737236575031,-0.011865180401941055,1,0
42,"(41.3913324034722, 2.1403095934047873)","(41.392442, 2.144193)",32.9,351.4,10.680851063829786,56.119,51.875,-0.012077403190669243,-1.2077403190669243,-0.012076816023947078,1,0
43,"(41.392442, 2.144193)","(41.393118404480056, 2.146354704374655)",48.7,209.3,4.297741273100616,51.875,48.325,-0.016961295924799554,-1.6961295924799553,-0.016959669698859658,0,0
44,"(41.393118404480056, 2.146354704374655)","(41.394170815072286, 2.1505202815588036)",56.2,366.5,6.5213523131672595,48.325,48.07,-0.0006957737192775836,-0.06957737192775836,-0.0006957736070026825,1,0
45,"(41.394170815072286, 2.1505202815588036)","(41.395323, 2.154711)",103.6,626.7,6.0492277992278,48.07,48.245,0.00027923924854084386,0.027923924854084386,0.0002792392412829919,1,0
46,"(41.395323, 2.154711)","(41.393560219599635, 2.156883123055178)",33.0,266.8,8.084848484848486,48.245,41.084,-0.026840327204256758,-2.6840327204256758,-0.026833884703195688,0,0
47,"(41.393560219599635, 2.156883123055178)","(41.39113869617896, 2.160074917856903)",38.7,378.6,9.782945736434108,41.084,33.548,-0.019904910982820132,-1.9904910982820132,-0.01990228279596145,1,0
48,"(41.39113869617896, 2.160074917856903)","(41.389379604639174, 2.1623995664182973)",27.4,275.6,10.058394160583942,33.548,27.41,-0.02227140960914822,-2.227140960914822,-0.0222677283818157,1,0
49,"(41.389379604639174, 2.1623995664182973)","(41.38793112806899, 2.1664308690297944)",54.0,461.8,8.551851851851852,27.41,22.738,-0.01011693152373567,-1.011693152373567,-0.01011658638118265,1,0
50,"(41.38793112806899, 2.1664308690297944)","(41.390143208467066, 2.169376984503604)",58.8,357.5,6.079931972789116,22.738,22.286,-0.0012643400605741914,-0.12643400605741914,-0.0012643393868687965,1,0
51,"(41.390143208467066, 2.169376984503604)","(41.39187016602525, 2.171675464781671)",40.9,271.4,6.635696821515892,22.286,20.751,-0.005655857949197161,-0.5655857949197162,-0.005655797642451972,1,0
52,"(41.39187016602525, 2.171675464781671)","(41.393789594993514, 2.1742188443601735)",37.7,301.7,8.002652519893898,20.751,18.752,-0.0066257827045667,-0.6625782704566701,-0.006625685747632931,1,0
53,"(41.393789594993514, 2.1742188443601735)","(41.3961007519702, 2.177304457347607)",58.8,387.5,6.590136054421769,18.752,17.563,-0.003068389892578125,-0.3068389892578125,-0.0030683802629853335,1,0
54,"(41.3961007519702, 2.177304457347607)","(41.39861051770448, 2.1806494981966176)",44.4,394.6,8.887387387387388,17.563,15.546,-0.0051115058245419604,-0.5111505824541961,-0.005111461308297654,1,0
55,"(41.39861051770448, 2.1806494981966176)","(41.40038901825531, 2.183266755000235)",50.1,313.1,6.249500998003993,15.546,12.222,-0.010616414579710081,-1.061641457971008,-0.010616015754147263,1,0
56,"(41.40038901825531, 2.183266755000235)","(41.401592, 2.184821)",22.427,186.0,8.293574709056049,12.222,10.002,-0.011935485306606498,-1.1935485306606497,-0.011934918595304107,1,0
57,"(41.401592, 2.184821)","(41.402576, 2.18538)",14.76,123.0,8.333333333333334,10.002,15.867,0.04768292496844036,4.768292496844036,0.04764683591397784,0,0
58,"(41.402576, 2.18538)","(41.404037, 2.187415)",28.819,240.0,8.327839272702038,15.867,14.609,-0.005241664250691732,-0.5241664250691732,-0.005241616246497569,0,0
59,"(41.404037, 2.187415)","(41.40429840617404, 2.1884426854972667)",18.871,114.0,6.041015314503737,14.609,12.046,-0.02248246209663257,-2.2482462096632574,-0.022478675241675846,0,0
60,"(41.40429840617404, 2.1884426854972667)","(41.40418885814304, 2.1912617090089146)",71.7,308.7,4.3054393305439325,12.046,7.131,-0.015921605069698315,-1.5921605069698315,-0.015920259911886062,1,0
61,"(41.40418885814304, 2.1912617090089146)","(41.40522915019359, 2.1954048188715105)",32.8,364.4,11.109756097560975,7.131,4.785,-0.006437980775382987,-0.6437980775382988,-0.00643789183131848,1,0
62,"(41.40522915019359, 2.1954048188715105)","(41.40629211259508, 2.1996108508384173)",34.9,370.2,10.607449856733524,4.785,4.32,-0.0012560769199101362,-0.12560769199101363,-0.0012560762593276716,1,0
63,"(41.40629211259508, 2.1996108508384173)","(41.4075916097209, 2.2048380241876786)",41.3,459.2,11.11864406779661,4.32,4.519,0.0004333621118126846,0.04333621118126846,0.0004333620846838266,1,0
64,"(41.4075916097209, 2.2048380241876786)","(41.408881669966725, 2.2099740316773966)",40.7,451.8,11.100737100737101,4.519,5.404,0.0019588307924848997,0.19588307924848997,0.001958828287134283,1,0
65,"(41.408881669966725, 2.2099740316773966)","(41.40965052527332, 2.2130973448338946)",24.7,274.1,11.097165991902836,5.404,4.947,-0.0016672739100604106,-0.16672739100604106,-0.001667272365165709,1,0
66,"(41.40965052527332, 2.2130973448338946)","(41.41050625326477, 2.216298810703054)",30.4,283.6,9.328947368421053,4.947,5.134,0.0006593786947145449,0.06593786947145448,0.0006593785991529557,1,0
67,"(41.41050625326477, 2.216298810703054)","(41.41060463316045, 2.215476882422315)",103.4,669.8,6.477756286266923,5.134,4.625,-0.0007599280748341682,-0.07599280748341682,-0.0007599279285504255,1,0
